#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
       35668     2.61414     2.61464 6.14345e-06
       35669     2.61415     2.61464 6.14329e-06
       35670     2.61416     2.61464 6.14313e-06
       35671     2.61418     2.61464 6.14298e-06
       35672     2.61422     2.61464 6.14282e-06
       35673     2.61425     2.61464 6.14265e-06
       35674     2.61429     2.61464 6.14249e-06
       35675     2.61434     2.61464 6.14232e-06
       35676     2.61439     2.61464 6.14215e-06
       35677     2.61445     2.61464 6.14198e-06
       35678      2.6145     2.61464 6.14181e-06
       35679     2.61456     2.61464 6.14164e-06
       35680     2.61461     2.61464 6.14147e-06
       35681     2.61467     2.61464  6.1413e-06
       35682     2.61472     2.61464 6.14113e-06
       35683     2.61477     2.61464 6.14095e-06
       35684     2.61482     2.61464 6.14078e-06
       35685     2.61487     2.61464 6.14062e-06
       35686     2.61491     2.61464 6.14045e-06
       35687     2.61495     2.61464 6.14028e-06
       35688     2.61498     2.61464 6.14012e-06
       35689     2.61501     2.61464 6.13995e-06
       35690     2.61502     2.61464 6.13979e-06
       35691     2.61504     2.61464 6.13963e-06
       35692     2.61505     2.61464 6.13947e-06
       35693     2.61506     2.61464 6.13931e-06
       35694     2.61506     2.61464 6.13914e-06
       35695     2.61505     2.61464 6.13898e-06
       35696     2.61504     2.61464 6.13882e-06
       35697     2.61502     2.61464 6.13866e-06
       35698     2.61499     2.61464 6.13849e-06
       35699     2.61496     2.61464 6.13833e-06
       35700     2.61493     2.61464 6.13816e-06
       35701     2.61489     2.61464 6.13799e-06
       35702     2.61484     2.61464 6.13782e-06
       35703     2.61479     2.61464 6.13765e-06
       35704     2.61474     2.61464 6.13748e-06
       35705     2.61469     2.61464 6.13731e-06
       35706     2.61463     2.61464 6.13714e-06
       35707     2.61457     2.61464 6.13697e-06
       35708     2.61451     2.61464  6.1368e-06
       35709     2.61444     2.61464 6.13663e-06
       35710     2.61437     2.61464 6.13646e-06
       35711      2.6143     2.61464  6.1363e-06
       35712     2.61422     2.61464 6.13614e-06
       35713     2.61415     2.61464 6.13598e-06
       35714     2.61409     2.61464 6.13583e-06
       35715     2.61402     2.61464 6.13568e-06
       35716     2.61396     2.61464 6.13554e-06
       35717     2.61389     2.61464  6.1354e-06
       35718     2.61383     2.61464 6.13527e-06
       35719     2.61377     2.61464 6.13515e-06
       35720     2.61371     2.61464 6.13503e-06
       35721     2.61366     2.61464 6.13492e-06
       35722     2.61362     2.61464 6.13482e-06
       35723     2.61357     2.61464 6.13472e-06
       35724     2.61354     2.61464 6.13463e-06
       35725      2.6135     2.61464 6.13454e-06
       35726     2.61347     2.61464 6.13445e-06
       35727     2.61345     2.61464 6.13437e-06
       35728     2.61343     2.61464 6.13429e-06
       35729     2.61342     2.61464 6.13422e-06
       35730     2.61341     2.61464 6.13414e-06
       35731     2.61341     2.61464 6.13407e-06
       35732     2.61341     2.61464 6.13399e-06
       35733     2.61342     2.61464 6.13392e-06
       35734     2.61344     2.61464 6.13384e-06
       35735     2.61346     2.61464 6.13376e-06
       35736     2.61349     2.61464 6.13367e-06
       35737     2.61352     2.61464 6.13358e-06
       35738     2.61355     2.61464 6.13348e-06
       35739     2.61358     2.61464 6.13339e-06
       35740     2.61362     2.61464 6.13328e-06
       35741     2.61367     2.61464 6.13317e-06
       35742     2.61372     2.61464 6.13305e-06
       35743     2.61378     2.61464 6.13293e-06
       35744     2.61384     2.61464  6.1328e-06
       35745      2.6139     2.61464 6.13266e-06
       35746     2.61397     2.61464 6.13252e-06
       35747     2.61403     2.61464 6.13237e-06
       35748      2.6141     2.61464 6.13222e-06
       35749     2.61417     2.61464 6.13206e-06
       35750     2.61425     2.61464  6.1319e-06
       35751     2.61432     2.61464 6.13173e-06
       35752     2.61441     2.61464 6.13157e-06
       35753     2.61449     2.61464  6.1314e-06
       35754     2.61457     2.61464 6.13122e-06
       35755     2.61465     2.61464 6.13105e-06
       35756     2.61474     2.61464 6.13088e-06
       35757     2.61482     2.61464 6.13071e-06
       35758      2.6149     2.61464 6.13055e-06
       35759     2.61499     2.61464 6.13038e-06
       35760     2.61507     2.61464 6.13022e-06
       35761     2.61515     2.61464 6.13007e-06
       35762     2.61523     2.61464 6.12992e-06
       35763     2.61531     2.61464 6.12977e-06
       35764     2.61538     2.61464 6.12964e-06
       35765     2.61546     2.61464 6.12951e-06
       35766     2.61552     2.61464 6.12939e-06
       35767     2.61559     2.61464 6.12927e-06
       35768     2.61565     2.61464 6.12917e-06
       35769     2.61569     2.61464 6.12906e-06
       35770     2.61573     2.61464 6.12897e-06
       35771     2.61576     2.61464 6.12888e-06
       35772     2.61579     2.61464 6.12879e-06
       35773      2.6158     2.61464 6.12871e-06
       35774     2.61581     2.61464 6.12862e-06
       35775     2.61579     2.61464 6.12853e-06
       35776     2.61577     2.61464 6.12844e-06
       35777     2.61574     2.61464 6.12835e-06
       35778     2.61569     2.61464 6.12825e-06
       35779     2.61563     2.61464 6.12814e-06
       35780     2.61555     2.61464 6.12802e-06
       35781     2.61545     2.61464 6.12789e-06
       35782     2.61535     2.61464 6.12775e-06
       35783     2.61523     2.61464  6.1276e-06
       35784      2.6151     2.61464 6.12744e-06
       35785     2.61496     2.61464 6.12728e-06
       35786     2.61482     2.61464 6.12711e-06
       35787     2.61467     2.61464 6.12694e-06
       35788     2.61451     2.61464 6.12677e-06
       35789     2.61436     2.61464  6.1266e-06
       35790      2.6142     2.61464 6.12644e-06
       35791     2.61404     2.61464  6.1263e-06
       35792     2.61388     2.61464 6.12616e-06
       35793     2.61374     2.61464 6.12604e-06
       35794      2.6136     2.61464 6.12594e-06
       35795     2.61347     2.61464 6.12586e-06
       35796     2.61335     2.61464 6.12579e-06
       35797     2.61324     2.61464 6.12575e-06
       35798     2.61314     2.61464 6.12572e-06
       35799     2.61305     2.61464 6.12571e-06
       35800     2.61297     2.61464 6.12572e-06
       35801     2.61291     2.61464 6.12574e-06
       35802     2.61286     2.61464 6.12577e-06
       35803     2.61283     2.61464  6.1258e-06
       35804      2.6128     2.61464 6.12585e-06
       35805      2.6128     2.61464 6.12589e-06
       35806     2.61279     2.61464 6.12594e-06
       35807      2.6128     2.61464 6.12599e-06
       35808     2.61282     2.61464 6.12603e-06
       35809     2.61285     2.61464 6.12606e-06
       35810     2.61288     2.61464 6.12609e-06
       35811     2.61292     2.61464 6.12611e-06
       35812     2.61297     2.61464 6.12611e-06
       35813     2.61301     2.61464 6.12611e-06
       35814     2.61306     2.61464  6.1261e-06
       35815     2.61311     2.61464 6.12608e-06
       35816     2.61317     2.61464 6.12604e-06
       35817     2.61323     2.61464   6.126e-06
       35818     2.61329     2.61464 6.12595e-06
       35819     2.61335     2.61464 6.12588e-06
       35820      2.6134     2.61464 6.12581e-06
       35821     2.61346     2.61464 6.12573e-06
       35822     2.61352     2.61464 6.12563e-06
       35823     2.61356     2.61464 6.12554e-06
       35824     2.61362     2.61464 6.12543e-06
       35825     2.61367     2.61464 6.12532e-06
       35826     2.61372     2.61464  6.1252e-06
       35827     2.61377     2.61464 6.12508e-06
       35828     2.61382     2.61464 6.12495e-06
       35829     2.61387     2.61464 6.12482e-06
       35830      2.6139     2.61464 6.12468e-06
       35831     2.61394     2.61464 6.12454e-06
       35832     2.61399     2.61464  6.1244e-06
       35833     2.61403     2.61464 6.12425e-06
       35834     2.61406     2.61464  6.1241e-06
       35835      2.6141     2.61464 6.12395e-06
       35836     2.61412     2.61464  6.1238e-06
       35837     2.61415     2.61464 6.12364e-06
       35838     2.61418     2.61464 6.12348e-06
       35839      2.6142     2.61464 6.12333e-06
       35840     2.61423     2.61464 6.12317e-06
       35841     2.61425     2.61464   6.123e-06
       35842     2.61428     2.61464 6.12284e-06
       35843      2.6143     2.61464 6.12268e-06
       35844     2.61432     2.61464 6.12251e-06
       35845     2.61434     2.61464 6.12235e-06
       35846     2.61436     2.61464 6.12218e-06
       35847     2.61437     2.61464 6.12202e-06
       35848     2.61439     2.61464 6.12185e-06
       35849      2.6144     2.61464 6.12168e-06
       35850     2.61441     2.61464 6.12152e-06
       35851     2.61442     2.61464 6.12135e-06
       35852     2.61443     2.61464 6.12118e-06
       35853     2.61444     2.61464 6.12101e-06
       35854     2.61445     2.61464 6.12084e-06
       35855     2.61446     2.61464 6.12067e-06
       35856     2.61446     2.61464 6.12051e-06
       35857     2.61447     2.61464 6.12034e-06
       35858     2.61448     2.61464 6.12017e-06
       35859     2.61448     2.61464    6.12e-06
       35860     2.61448     2.61464 6.11983e-06
       35861     2.61448     2.61464 6.11966e-06
       35862     2.61448     2.61464 6.11949e-06
       35863     2.61449     2.61464 6.11932e-06
       35864     2.61449     2.61464 6.11915e-06
       35865     2.61449     2.61464 6.11898e-06
       35866     2.61449     2.61464 6.11882e-06
       35867     2.61449     2.61464 6.11865e-06
       35868     2.61449     2.61464 6.11848e-06
       35869     2.61449     2.61464 6.11831e-06
       35870     2.61449     2.61464 6.11814e-06
       35871     2.61448     2.61464 6.11797e-06
       35872     2.61447     2.61464  6.1178e-06
       35873     2.61446     2.61464 6.11763e-06
       35874     2.61446     2.61464 6.11746e-06
       35875     2.61445     2.61464  6.1173e-06
       35876     2.61445     2.61464 6.11713e-06
       35877     2.61445     2.61464 6.11696e-06
       35878     2.61444     2.61464 6.11679e-06
       35879     2.61443     2.61464 6.11662e-06
       35880     2.61443     2.61464 6.11646e-06
       35881     2.61442     2.61464 6.11629e-06
       35882     2.61441     2.61464 6.11612e-06
       35883     2.61441     2.61464 6.11596e-06
       35884      2.6144     2.61464 6.11579e-06
       35885      2.6144     2.61464 6.11562e-06
       35886     2.61439     2.61464 6.11546e-06
       35887     2.61438     2.61464 6.11529e-06
       35888     2.61438     2.61464 6.11512e-06
       35889     2.61438     2.61464 6.11496e-06
       35890     2.61437     2.61464 6.11479e-06
       35891     2.61437     2.61464 6.11463e-06
       35892     2.61437     2.61464 6.11446e-06
       35893     2.61437     2.61464 6.11429e-06
       35894     2.61437     2.61464 6.11413e-06
       35895     2.61437     2.61464 6.11396e-06
       35896     2.61437     2.61464  6.1138e-06
       35897     2.61437     2.61464 6.11363e-06
       35898     2.61438     2.61464 6.11347e-06
       35899     2.61438     2.61464  6.1133e-06
       35900     2.61438     2.61464 6.11313e-06
       35901     2.61439     2.61464 6.11297e-06
       35902      2.6144     2.61464  6.1128e-06
       35903     2.61442     2.61464 6.11263e-06
       35904     2.61443     2.61464 6.11247e-06
       35905     2.61445     2.61464  6.1123e-06
       35906     2.61446     2.61464 6.11213e-06
       35907     2.61448     2.61464 6.11196e-06
       35908     2.61449     2.61464 6.11179e-06
       35909     2.61451     2.61464 6.11162e-06
       35910     2.61453     2.61464 6.11145e-06
       35911     2.61455     2.61464 6.11128e-06
       35912     2.61458     2.61464 6.11111e-06
       35913      2.6146     2.61464 6.11094e-06
       35914     2.61462     2.61464 6.11077e-06
       35915     2.61465     2.61464  6.1106e-06
       35916     2.61468     2.61464 6.11043e-06
       35917      2.6147     2.61464 6.11026e-06
       35918     2.61473     2.61464 6.11009e-06
       35919     2.61477     2.61464 6.10992e-06
       35920      2.6148     2.61464 6.10976e-06
       35921     2.61482     2.61464 6.10959e-06
       35922     2.61486     2.61464 6.10942e-06
       35923     2.61489     2.61464 6.10925e-06
       35924     2.61492     2.61464 6.10909e-06
       35925     2.61495     2.61464 6.10893e-06
       35926     2.61498     2.61464 6.10876e-06
       35927     2.61501     2.61464  6.1086e-06
       35928     2.61504     2.61464 6.10844e-06
       35929     2.61507     2.61464 6.10828e-06
       35930      2.6151     2.61464 6.10813e-06
       35931     2.61513     2.61464 6.10797e-06
       35932     2.61515     2.61464 6.10782e-06
       35933     2.61518     2.61464 6.10767e-06
       35934      2.6152     2.61464 6.10752e-06
       35935     2.61522     2.61464 6.10737e-06
       35936     2.61524     2.61464 6.10722e-06
       35937     2.61526     2.61464 6.10708e-06
       35938     2.61527     2.61464 6.10693e-06
       35939     2.61528     2.61464 6.10679e-06
       35940     2.61529     2.61464 6.10664e-06
       35941      2.6153     2.61464  6.1065e-06
       35942     2.61531     2.61464 6.10636e-06
       35943     2.61531     2.61464 6.10622e-06
       35944     2.61532     2.61464 6.10608e-06
       35945     2.61532     2.61464 6.10594e-06
       35946     2.61531     2.61464  6.1058e-06
       35947     2.61531     2.61464 6.10565e-06
       35948     2.61529     2.61464 6.10551e-06
       35949     2.61528     2.61464 6.10537e-06
       35950     2.61526     2.61464 6.10522e-06
       35951     2.61524     2.61464 6.10507e-06
